file,subject,task,trial_index,t_cue_on,cue_dur,t_tgt_on,cue2tgt_gap,t_resp,RT,side_cue,side_tgt,side_resp,congruent,bad_frac_Fz,bad_frac_F3,bad_frac_F4,n_sat,warmup_flag,side_conflict_flag
VisualCogA_Task-1.mat,A,1,23,52856,52,53423,515,53716,1.14453125,1,1,1,True,0.09375,0.2994791666666667,0.4375,0.0,False,False
VisualCogA_Task-1.mat,A,1,24,55001,52,55568,515,55850,1.1015625,-1,-1,-1,True,0.0,0.11197916666666667,0.0,0.0,False,False
VisualCogA_Task-1.mat,A,1,25,57133,52,57700,515,58029,1.28515625,-1,-1,-1,True,0.0,0.6822916666666666,0.3671875,0.0,False,False
VisualCogA_Task-1.mat,A,1,26,59314,52,59881,515,60125,0.953125,1,1,1,True,0.0,0.0,0.03125,0.0,False,False
VisualCogA_Task-1.mat,A,1,27,61410,52,61978,516,62292,1.2265625,1,1,1,True,0.28125,0.12239583333333333,0.3098958333333333,90.0,False,False
VisualCogA_Task-1.mat,A,1,28,63575,52,64142,515,64381,0.93359375,-1,-1,-1,True,0.015625,0.2109375,0.020833333333333332,0.0,False,False
VisualCogA_Task-1.mat,A,1,29,65663,52,66231,516,66575,1.34375,-1,-1,-1,True,0.0,0.0,0.5078125,0.0,False,False
VisualCogA_Task-1.mat,A,1,30,67860,52,68427,515,68692,1.03515625,-1,-1,-1,True,0.0,0.16927083333333334,0.0,0.0,False,False
VisualCogA_Task-1.mat,A,1,31,69976,52,70544,516,70795,0.98046875,-1,-1,-1,True,0.0,0.24739583333333334,0.3515625,0.0,False,False
VisualCogA_Task-1.mat,A,1,32,72081,52,72648,515,72986,1.3203125,1,1,1,True,0.0,0.24739583333333334,0.0,0.0,False,False
VisualCogA_Task-1.mat,A,1,33,74269,52,74837,516,75138,1.17578125,1,1,1,True,0.0,0.8203125,0.0,0.0,False,False
VisualCogA_Task-1.mat,A,1,34,76422,52,76989,515,77391,1.5703125,-1,-1,-1,True,0.0,0.5572916666666666,0.0,0.0,False,False
VisualCogA_Task-1.mat,A,1,35,78674,52,79241,515,79509,1.046875,1,1,1,True,0.0,0.4791666666666667,0.0,0.0,False,False
VisualCogA_Task-1.mat,A,1,36,80791,52,81358,515,81646,1.125,-1,-1,-1,True,0.7447916666666666,0.8697916666666666,0.5442708333333334,409.0,False,False
VisualCogA_Task-1.mat,A,1,37,82931,52,83499,516,83790,1.13671875,-1,-1,-1,True,0.08333333333333333,0.4739583333333333,0.09375,0.0,False,False
VisualCogA_Task-1.mat,A,1,38,85076,52,85643,515,85922,1.08984375,-1,-1,-1,True,0.0,0.23697916666666666,0.4296875,0.0,False,False
VisualCogA_Task-1.mat,A,1,39,87204,52,87772,516,88067,1.15234375,-1,-1,-1,True,0.6432291666666666,0.6119791666666666,0.7760416666666666,390.0,False,False
VisualCogA_Task-1.mat,A,1,40,89353,52,89920,515,90170,0.9765625,-1,-1,-1,True,0.6953125,1.0,0.0,271.0,False,False
VisualCogA_Task-1.mat,A,1,41,91453,52,92021,516,92268,0.96484375,-1,-1,-1,True,0.0,0.3359375,0.7942708333333334,7.0,False,False
VisualCogA_Task-1.mat,A,1,42,93554,52,94122,516,94412,1.1328125,1,1,1,True,0.0,0.9869791666666666,0.0078125,0.0,False,False
VisualCogA_Task-1.mat,A,1,43,95698,53,96266,515,96596,1.2890625,-1,-1,-1,True,0.0,0.4505208333333333,0.0,0.0,False,False
VisualCogA_Task-1.mat,A,1,44,97879,52,98446,515,98713,1.04296875,1,1,1,True,0.0,0.4739583333333333,0.0,0.0,False,False
VisualCogA_Task-1.mat,A,1,45,99995,53,100563,515,100811,0.96875,-1,-1,-1,True,0.0,0.7421875,0.0,0.0,False,False
VisualCogA_Task-1.mat,A,1,46,102096,52,102663,515,102949,1.1171875,-1,-1,-1,True,1.0,0.4375,1.0,495.0,False,False
VisualCogA_Task-1.mat,A,1,47,104233,52,104800,515,105138,1.3203125,-1,-1,-1,True,0.0,0.010416666666666666,0.0,0.0,False,False
VisualCogA_Task-1.mat,A,1,48,106421,52,106988,515,107311,1.26171875,1,1,1,True,0.0,0.2526041666666667,0.0,0.0,False,False
VisualCogA_Task-1.mat,A,1,49,108593,53,109161,515,109441,1.09375,-1,-1,-1,True,0.0,0.005208333333333333,0.018229166666666668,0.0,False,False
VisualCogA_Task-1.mat,A,1,50,110726,52,111293,515,111553,1.015625,-1,-1,-1,True,0.0,0.6302083333333334,0.049479166666666664,0.0,False,False
VisualCogA_Task-1.mat,A,1,51,112835,52,113402,515,113700,1.1640625,1,1,1,True,0.796875,0.17708333333333334,0.5546875,0.0,False,False
VisualCogA_Task-1.mat,A,1,52,114983,52,115551,516,115865,1.2265625,1,1,1,True,0.5416666666666666,0.6666666666666666,0.19791666666666666,0.0,False,False
VisualCogA_Task-1.mat,A,1,53,117148,52,117715,515,117979,1.03125,1,1,1,True,0.5,0.9401041666666666,0.0,15.0,False,False
VisualCogA_Task-1.mat,A,1,54,119264,52,119832,516,120130,1.1640625,-1,-1,-1,True,0.1953125,1.0,0.578125,0.0,False,False
VisualCogA_Task-1.mat,A,1,55,121417,52,121984,515,122259,1.07421875,1,1,1,True,0.0,0.09635416666666667,0.0,0.0,False,False
VisualCogA_Task-1.mat,A,1,56,123541,52,124109,516,124416,1.19921875,-1,-1,-1,True,0.0,0.5963541666666666,0.0,0.0,False,False
VisualCogA_Task-1.mat,A,1,57,125702,52,126269,515,126579,1.2109375,-1,-1,-1,True,0.0,0.5078125,0.0,0.0,False,False
VisualCogA_Task-1.mat,A,1,58,127862,52,128429,515,128743,1.2265625,1,1,1,True,0.0,0.9348958333333334,0.0,0.0,False,False
VisualCogA_Task-1.mat,A,1,59,130027,52,130594,515,130890,1.15625,1,1,1,True,0.0,0.9973958333333334,0.0,0.0,False,False
VisualCogA_Task-1.mat,A,1,60,132175,52,132742,515,133052,1.2109375,-1,-1,-1,True,0.0,1.0,0.0,0.0,False,False
VisualCogA_Task-1.mat,A,1,61,134336,52,134903,515,135373,1.8359375,1,1,1,True,0.0,0.033854166666666664,0.14583333333333334,0.0,False,False
VisualCogA_Task-1.mat,A,1,62,136656,52,137223,515,137503,1.09375,-1,-1,-1,True,0.0,0.9661458333333334,0.0,0.0,False,False
VisualCogA_Task-1.mat,A,1,63,138788,53,139356,515,139658,1.1796875,1,1,1,True,0.7838541666666666,0.0,1.0,0.0,False,False
VisualCogA_Task-1.mat,A,1,64,140941,52,141508,515,141755,0.96484375,1,1,1,True,0.15885416666666666,0.1953125,1.0,0.0,False,False
VisualCogA_Task-1.mat,A,1,65,143037,53,143605,515,143927,1.2578125,-1,-1,-1,True,0.0,0.11197916666666667,0.0,0.0,False,False
VisualCogA_Task-1.mat,A,1,66,145214,52,145781,515,146056,1.07421875,1,1,1,True,0.0,0.3828125,0.020833333333333332,0.0,False,False
VisualCogA_Task-1.mat,A,1,67,147338,53,147906,515,148211,1.19140625,-1,-1,-1,True,0.0,0.3020833333333333,0.0026041666666666665,0.0,False,False
VisualCogA_Task-1.mat,A,1,68,149495,52,150062,515,150326,1.03125,-1,-1,-1,True,0.0,0.059895833333333336,0.0,0.0,False,False
VisualCogA_Task-1.mat,A,1,69,151611,53,152179,515,152477,1.1640625,1,1,1,True,0.0,0.234375,0.0,0.0,False,False
VisualCogA_Task-1.mat,A,1,70,153760,52,154327,515,154607,1.09375,1,1,1,True,0.0,0.4635416666666667,0.0,0.0,False,False
VisualCogA_Task-1.mat,A,1,71,155889,52,156456,515,156733,1.08203125,-1,-1,-1,True,0.0,0.6848958333333334,0.421875,0.0,False,False
VisualCogA_Task-1.mat,A,1,72,158017,52,158584,515,158806,0.8671875,1,1,1,True,0.0,0.5546875,0.14583333333333334,0.0,False,False
VisualCogA_Task-1.mat,A,1,73,160090,52,160657,515,160971,1.2265625,-1,-1,-1,True,0.0,0.1640625,0.0,0.0,False,False
VisualCogA_Task-1.mat,A,1,74,162254,52,162821,515,163082,1.01953125,1,1,1,True,0.0,0.0234375,0.5572916666666666,0.0,False,False
VisualCogA_Task-1.mat,A,1,75,164367,52,164934,515,165210,1.078125,-1,-1,-1,True,0.0,0.4140625,0.16666666666666666,0.0,False,False
VisualCogA_Task-1.mat,A,1,76,166495,52,167063,516,167313,0.9765625,1,1,1,True,0.0,0.0,0.0,0.0,False,False
VisualCogA_Task-1.mat,A,1,77,168596,52,169163,515,169453,1.1328125,-1,-1,-1,True,1.0,1.0,0.4296875,486.0,False,False
VisualCogA_Task-1.mat,A,1,78,170736,53,171304,515,171576,1.0625,-1,-1,-1,True,0.0546875,0.7916666666666666,0.2786458333333333,0.0,False,False
VisualCogA_Task-1.mat,A,1,79,172861,52,173429,516,173717,1.125,-1,-1,-1,True,0.0,1.0,0.0,0.0,False,False
VisualCogA_Task-1.mat,A,1,80,175002,52,175569,515,175883,1.2265625,-1,-1,-1,True,0.0,0.9192708333333334,0.0,0.0,False,False
VisualCogA_Task-1.mat,A,1,81,177170,52,177737,515,178035,1.1640625,-1,-1,-1,True,0.0,0.6432291666666666,0.0,0.0,False,False
VisualCogA_Task-1.mat,A,1,82,179318,53,179886,515,180176,1.1328125,1,1,1,True,0.0,1.0,0.0,0.0,False,False
VisualCogA_Task-1.mat,A,1,83,181459,52,182026,515,182274,0.96875,-1,-1,-1,True,0.0,0.9791666666666666,0.0,0.0,False,False
VisualCogA_Task-1.mat,A,1,84,183556,52,184123,515,184388,1.03515625,1,1,1,True,0.044270833333333336,0.0026041666666666665,1.0,0.0,False,False
VisualCogA_Task-1.mat,A,1,85,185672,52,186239,515,186504,1.03515625,-1,-1,-1,True,0.0,1.0,0.0,0.0,False,False
VisualCogA_Task-1.mat,A,1,86,187789,52,188356,515,188625,1.05078125,1,1,1,True,0.0,0.7291666666666666,0.0,0.0,False,False
VisualCogA_Task-1.mat,A,1,87,189909,52,190477,516,190801,1.265625,1,1,1,True,0.0,0.6171875,0.9401041666666666,0.0,False,False
VisualCogA_Task-1.mat,A,1,88,192086,52,192653,515,192927,1.0703125,1,1,1,True,0.609375,1.0,0.033854166666666664,149.0,False,False
VisualCogA_Task-1.mat,A,1,89,194210,52,194778,516,195055,1.08203125,1,1,1,True,0.7864583333333334,0.2552083333333333,0.1875,0.0,False,False
VisualCogA_Task-1.mat,A,1,90,196339,52,196906,515,197165,1.01171875,1,1,1,True,0.0,1.0,0.0,0.0,False,False
VisualCogA_Task-1.mat,A,1,91,198451,53,199019,515,199371,1.375,-1,-1,-1,True,0.3307291666666667,0.8567708333333334,0.0,0.0,False,False
VisualCogA_Task-1.mat,A,1,92,200656,52,201223,515,201475,0.984375,1,1,1,True,0.0,0.7161458333333334,0.0,0.0,False,False
VisualCogA_Task-1.mat,A,1,93,202756,52,203324,516,203657,1.30078125,1,1,1,True,0.0,0.46875,0.0,0.0,False,False
VisualCogA_Task-1.mat,A,1,94,204941,52,205508,515,205829,1.25390625,1,1,1,True,0.0,0.78125,0.0,0.0,False,False
VisualCogA_Task-1.mat,A,1,95,207113,52,207681,516,208003,1.2578125,-1,-1,-1,True,0.0,1.0,0.0,0.0,False,False
VisualCogA_Task-1.mat,A,1,96,209286,52,209853,515,210099,0.9609375,1,1,1,True,0.0,0.8932291666666666,0.0026041666666666665,0.0,False,False
VisualCogA_Task-1.mat,A,1,97,211382,52,211950,516,212182,0.90625,1,1,1,True,0.0,0.203125,0.0026041666666666665,0.0,False,False
VisualCogA_Task-1.mat,A,1,98,213467,52,214034,515,214334,1.171875,-1,-1,-1,True,0.0,0.5442708333333334,0.6640625,0.0,False,False
VisualCogA_Task-1.mat,A,1,99,215619,53,216187,515,216530,1.33984375,-1,-1,-1,True,0.0,1.0,0.0,0.0,False,False
VisualCogA_Task-1.mat,A,1,100,217816,52,218383,515,218710,1.27734375,1,1,1,True,0.0,0.4427083333333333,0.0,0.0,False,False
VisualCogA_Task-2.mat,A,2,1,5133,52,5701,516,6134,1.69140625,1,-1,-1,False,0.0,0.0,0.6848958333333334,0.0,False,False
VisualCogA_Task-2.mat,A,2,2,7418,52,7985,515,8490,1.97265625,-1,-1,-1,True,0.0,0.0,0.2109375,0.0,False,False
VisualCogA_Task-2.mat,A,2,3,9778,52,10345,515,10730,1.50390625,-1,-1,-1,True,0.0,0.0,1.0,0.0,False,False
VisualCogA_Task-2.mat,A,2,4,12014,52,12581,515,12969,1.515625,-1,-1,-1,True,0.0,0.0,0.3671875,0.0,False,False
VisualCogA_Task-2.mat,A,2,5,14255,52,14822,515,15193,1.44921875,1,-1,-1,False,0.0,0.0,0.10416666666666667,0.0,False,False
VisualCogA_Task-2.mat,A,2,6,16479,52,17046,515,17389,1.33984375,-1,1,1,False,0.0,0.0,0.0026041666666666665,0.0,False,False
VisualCogA_Task-2.mat,A,2,7,18675,52,19243,516,19580,1.31640625,1,-1,-1,False,0.0,0.0,0.5338541666666666,0.0,False,False
VisualCogA_Task-2.mat,A,2,8,20864,52,21431,515,21772,1.33203125,1,-1,-1,False,0.0,0.0,0.1640625,0.0,False,False
VisualCogA_Task-2.mat,A,2,9,23056,52,23624,516,24050,1.6640625,-1,1,1,False,0.0,0.0,0.0,0.0,False,False
VisualCogA_Task-2.mat,A,2,10,25337,52,25904,515,26248,1.34375,-1,-1,-1,True,0.0,0.0,0.044270833333333336,0.0,False,False
VisualCogA_Task-2.mat,A,2,11,27533,52,28100,515,28478,1.4765625,1,1,1,True,0.0,0.0,0.18489583333333334,0.0,False,False
VisualCogA_Task-2.mat,A,2,12,29761,53,30329,515,30687,1.3984375,1,-1,-1,False,0.328125,0.0,0.0,0.0,False,False
VisualCogA_Task-2.mat,A,2,13,31970,52,32537,515,32883,1.3515625,1,-1,-1,False,0.0,0.0,0.026041666666666668,0.0,False,False
VisualCogA_Task-2.mat,A,2,14,34166,52,34734,516,35127,1.53515625,-1,-1,-1,True,0.0,0.005208333333333333,0.1328125,0.0,False,False
VisualCogA_Task-2.mat,A,2,15,36415,52,36982,515,37415,1.69140625,-1,1,1,False,0.0,0.0,0.8020833333333334,0.0,False,False
VisualCogA_Task-2.mat,A,2,16,38699,52,39267,516,39657,1.5234375,-1,1,1,False,0.0,0.0,0.3020833333333333,0.0,False,False
VisualCogA_Task-2.mat,A,2,17,40943,53,41511,515,41874,1.41796875,1,-1,-1,False,0.0,0.0,0.9973958333333334,0.0,False,False
VisualCogA_Task-2.mat,A,2,18,43164,52,43731,515,44133,1.5703125,1,1,1,True,0.0,0.0,0.1015625,0.0,False,False
VisualCogA_Task-2.mat,A,2,19,45420,52,45988,516,46306,1.2421875,-1,1,1,False,0.19791666666666666,0.0,0.013020833333333334,0.0,False,False
VisualCogA_Task-2.mat,A,2,20,47593,52,48160,515,48538,1.4765625,-1,1,1,False,0.0,0.0,0.8619791666666666,0.0,False,False
VisualCogA_Task-2.mat,A,2,21,49821,52,50388,515,50719,1.29296875,1,-1,-1,False,0.0,0.0026041666666666665,0.13020833333333334,0.0,False,False
VisualCogA_Task-2.mat,A,2,22,52005,53,52573,515,52939,1.4296875,-1,-1,-1,True,0.0,0.0,0.057291666666666664,0.0,False,False
VisualCogA_Task-2.mat,A,2,23,54226,52,54793,515,55131,1.3203125,1,1,1,True,0.0,0.0,1.0,0.0,False,False
VisualCogA_Task-2.mat,A,2,24,56418,52,56986,516,57344,1.3984375,1,-1,-1,False,0.0,0.0,1.0,0.0,False,False
VisualCogA_Task-2.mat,A,2,25,58631,52,59198,515,59512,1.2265625,-1,1,1,False,0.0,0.0,0.7005208333333334,0.0,False,False
VisualCogA_Task-2.mat,A,2,26,60795,52,61363,516,61688,1.26953125,-1,1,1,False,0.0,0.0,0.0,0.0,False,False
VisualCogA_Task-2.mat,A,2,27,62972,52,63539,515,63895,1.390625,1,1,1,True,0.0,0.010416666666666666,0.5729166666666666,0.0,False,False
VisualCogA_Task-2.mat,A,2,28,65181,52,65748,515,66119,1.44921875,1,1,1,True,0.0,0.0,1.0,0.0,False,False
VisualCogA_Task-2.mat,A,2,29,67405,52,67972,515,68399,1.66796875,1,1,1,True,0.0,0.0,0.5885416666666666,0.0,False,False
VisualCogA_Task-2.mat,A,2,30,69685,52,70252,515,70656,1.578125,-1,-1,-1,True,0.0,0.5546875,0.2864583333333333,102.0,False,False
VisualCogA_Task-2.mat,A,2,31,71941,52,72509,516,72819,1.2109375,-1,1,1,False,0.0,0.0,0.0,0.0,False,False
VisualCogA_Task-2.mat,A,2,32,74110,52,74677,515,74976,1.16796875,-1,1,1,False,0.0,0.0,0.5546875,0.0,False,False
VisualCogA_Task-2.mat,A,2,33,76262,52,76830,516,77164,1.3046875,1,1,1,True,0.0,0.5598958333333334,0.6953125,176.0,False,False
VisualCogA_Task-2.mat,A,2,34,78455,52,79022,515,79406,1.5,-1,-1,-1,True,0.0,0.0,0.7864583333333334,0.0,False,False
VisualCogA_Task-2.mat,A,2,35,80691,52,81258,515,81632,1.4609375,-1,-1,-1,True,0.0,0.0,1.0,0.0,False,False
VisualCogA_Task-2.mat,A,2,36,82915,53,83483,515,83785,1.1796875,1,1,1,True,0.0,0.0,1.0,0.0,False,False
VisualCogA_Task-2.mat,A,2,37,85072,52,85639,515,85983,1.34375,1,1,1,True,0.0,0.1640625,0.0026041666666666665,0.0,False,False
VisualCogA_Task-2.mat,A,2,38,87272,53,87840,515,88205,1.42578125,-1,1,1,False,0.0,0.0,0.7838541666666666,0.0,False,False
VisualCogA_Task-2.mat,A,2,39,89489,52,90057,516,90473,1.625,1,1,1,True,0.0,0.2265625,0.21354166666666666,13.0,False,False
VisualCogA_Task-2.mat,A,2,40,91757,53,92325,515,92650,1.26953125,-1,1,1,False,0.0,0.0,0.734375,0.0,False,False
VisualCogA_Task-2.mat,A,2,41,93938,52,94505,515,94897,1.53125,-1,-1,-1,True,0.0,0.23177083333333334,0.5494791666666666,5.0,False,False
VisualCogA_Task-2.mat,A,2,42,96182,53,96750,515,97091,1.33203125,-1,-1,-1,True,0.0,0.0,0.0,0.0,False,False
VisualCogA_Task-2.mat,A,2,43,98375,52,98942,515,99283,1.33203125,-1,-1,-1,True,0.0,0.0,0.7630208333333334,0.0,False,False
VisualCogA_Task-2.mat,A,2,44,100571,52,101139,516,101557,1.6328125,-1,1,1,False,0.0,0.0,0.24479166666666666,0.0,False,False
VisualCogA_Task-2.mat,A,2,45,102843,53,103411,515,103719,1.203125,-1,1,1,False,0.1484375,0.5286458333333334,0.921875,80.0,False,False
VisualCogA_Task-2.mat,A,2,46,105004,52,105572,516,105915,1.33984375,-1,-1,-1,True,0.0,0.0,0.9296875,0.0,False,False
VisualCogA_Task-2.mat,A,2,47,107201,52,107768,515,108081,1.22265625,-1,1,1,False,0.0,0.0,1.0,0.0,False,False
VisualCogA_Task-2.mat,A,2,48,109365,52,109933,516,110317,1.5,-1,-1,-1,True,0.0,0.0,0.4869791666666667,0.0,False,False
VisualCogA_Task-2.mat,A,2,49,111601,53,112169,515,112551,1.4921875,1,-1,-1,False,0.0,0.328125,1.0,0.0,False,False
VisualCogA_Task-2.mat,A,2,50,113838,52,114406,516,114785,1.48046875,1,-1,-1,False,0.052083333333333336,0.1875,0.6328125,0.0,False,False
VisualCogA_Task-2.mat,A,2,51,116071,52,116638,515,117011,1.45703125,-1,1,1,False,0.19010416666666666,0.4296875,1.0,0.0,False,False
VisualCogA_Task-2.mat,A,2,52,118295,52,118862,515,119158,1.15625,1,1,1,True,0.0,0.3723958333333333,0.9661458333333334,0.0,False,False
VisualCogA_Task-2.mat,A,2,53,120443,52,121011,516,121380,1.44140625,1,-1,-1,False,0.0,0.0,0.9947916666666666,0.0,False,False
VisualCogA_Task-2.mat,A,2,54,122664,52,123231,515,123590,1.40234375,-1,1,1,False,0.0,0.7135416666666666,0.7239583333333334,0.0,False,False
VisualCogA_Task-2.mat,A,2,55,124876,52,125444,516,125768,1.265625,-1,1,1,False,0.028645833333333332,0.7109375,0.3776041666666667,0.0,False,False
VisualCogA_Task-2.mat,A,2,56,127057,52,127624,515,127994,1.4453125,1,1,1,True,0.0,0.0,0.2838541666666667,0.0,False,False
VisualCogA_Task-2.mat,A,2,57,129277,52,129845,516,130217,1.453125,1,-1,-1,False,0.0,0.0,0.020833333333333332,0.0,False,False
VisualCogA_Task-2.mat,A,2,58,131502,52,132069,515,132454,1.50390625,1,1,1,True,0.0,0.0,0.19791666666666666,0.0,False,False
VisualCogA_Task-2.mat,A,2,59,133738,52,134306,516,134681,1.46484375,1,-1,-1,False,0.0,0.0,0.24479166666666666,0.0,False,False
VisualCogA_Task-2.mat,A,2,60,135966,53,136534,515,136916,1.4921875,1,-1,-1,False,0.0,0.0,0.15625,0.0,False,False
VisualCogA_Task-2.mat,A,2,61,138203,52,138770,515,139159,1.51953125,-1,1,1,False,0.0,0.0,0.3489583333333333,0.0,False,False
VisualCogA_Task-2.mat,A,2,62,140443,52,141011,516,141339,1.28125,1,-1,-1,False,0.0,0.0,0.7369791666666666,0.0,False,False
VisualCogA_Task-2.mat,A,2,63,142628,52,143195,515,143542,1.35546875,-1,1,1,False,0.20572916666666666,0.20572916666666666,0.8645833333333334,79.0,False,False
VisualCogA_Task-2.mat,A,2,64,144828,52,145396,516,145740,1.34375,-1,-1,-1,True,0.0,0.12760416666666666,0.6901041666666666,0.0,False,False
VisualCogA_Task-2.mat,A,2,65,147025,52,147592,515,147915,1.26171875,1,1,1,True,0.0,0.0,0.0,0.0,False,False
VisualCogA_Task-2.mat,A,2,66,149201,52,149769,516,150099,1.2890625,-1,-1,-1,True,0.0,0.0,1.0,0.0,False,False
VisualCogA_Task-2.mat,A,2,67,151386,52,151953,515,152275,1.2578125,1,1,1,True,0.0,0.4036458333333333,1.0,0.0,False,False
VisualCogA_Task-2.mat,A,2,68,153562,52,154129,515,154519,1.5234375,1,-1,-1,False,0.0,0.20052083333333334,0.2760416666666667,0.0,False,False
VisualCogA_Task-2.mat,A,2,69,155802,53,156370,515,156765,1.54296875,-1,-1,-1,True,0.0,0.013020833333333334,0.921875,0.0,False,False
VisualCogA_Task-2.mat,A,2,70,158051,52,158618,515,158959,1.33203125,-1,-1,-1,True,0.0,0.0,0.9479166666666666,0.0,False,False
VisualCogA_Task-2.mat,A,2,71,160243,52,160811,516,161126,1.23046875,1,-1,-1,False,0.0,0.0,0.20052083333333334,0.0,False,False
VisualCogA_Task-2.mat,A,2,72,162412,52,162979,515,163276,1.16015625,1,-1,-1,False,0.0,0.5651041666666666,1.0,0.0,False,False
VisualCogA_Task-2.mat,A,2,73,164560,52,165127,515,165503,1.46875,1,1,1,True,0.0,0.0,0.6484375,0.0,False,False
VisualCogA_Task-2.mat,A,2,74,166789,52,167356,515,167721,1.42578125,1,-1,-1,False,0.0,0.0,0.8515625,0.0,False,False
VisualCogA_Task-2.mat,A,2,75,169005,52,169572,515,169899,1.27734375,-1,1,1,False,0.0,0.0,0.5,0.0,False,False
VisualCogA_Task-2.mat,A,2,76,171185,53,171753,515,172158,1.58203125,-1,-1,-1,True,0.0,0.0,1.0,0.0,False,False
VisualCogA_Task-2.mat,A,2,77,173442,52,174009,515,174333,1.265625,-1,1,1,False,0.0,0.0,0.171875,0.0,False,False
VisualCogA_Task-2.mat,A,2,78,175618,52,176186,516,176596,1.6015625,1,1,1,True,0.0,0.0,0.2786458333333333,0.0,False,False
VisualCogA_Task-2.mat,A,2,79,177883,52,178450,515,178761,1.21484375,-1,1,1,False,0.0,0.0,1.0,0.0,False,False
VisualCogA_Task-2.mat,A,2,80,180047,52,180614,515,181009,1.54296875,1,-1,-1,False,0.2265625,0.049479166666666664,0.9713541666666666,36.0,False,False
VisualCogA_Task-2.mat,A,2,81,182295,53,182863,515,183207,1.34375,-1,1,1,False,0.4479166666666667,0.0,0.10677083333333333,0.0,False,False
VisualCogA_Task-2.mat,A,2,82,184492,52,185059,515,185433,1.4609375,1,-1,-1,False,0.005208333333333333,0.015625,0.057291666666666664,0.0,False,False
VisualCogA_Task-2.mat,A,2,83,186720,53,187288,515,187639,1.37109375,1,1,1,True,0.0,0.0026041666666666665,0.4036458333333333,0.0,False,False
VisualCogA_Task-2.mat,A,2,84,188925,52,189492,515,189824,1.296875,-1,1,1,False,0.0,0.0026041666666666665,0.5286458333333334,0.0,False,False
