record,group,task,trial,sample,y,block,keep,hard_keep,hard_reason,q1_reason,response,reaction_time,later_direction,later_direction_delay,response_target_latency,response_cue_agreement,response_later_agreement,correct
VisualCogA_Task-1,A,1,65,145214,1,3,True,True,,,,,1,2.21484375,,,,
VisualCogA_Task-1,A,1,66,147338,-1,3,True,True,,,,,-1,2.21875,,,,
VisualCogA_Task-1,A,1,67,149495,-1,3,True,True,,,,,-1,2.21484375,,,,
VisualCogA_Task-1,A,1,68,151611,1,3,True,True,,,,,1,2.21875,,,,
VisualCogA_Task-1,A,1,69,153760,1,3,True,True,,,,,1,2.21484375,,,,
VisualCogA_Task-1,A,1,70,155889,-1,3,True,True,,,,,-1,2.21484375,,,,
VisualCogA_Task-1,A,1,71,158017,1,3,True,True,,,,,1,2.21484375,,,,
VisualCogA_Task-1,A,1,72,160090,-1,3,False,False,saturation_within_2s,saturation_within_2s,,,-1,2.21484375,,,,
VisualCogA_Task-1,A,1,73,162254,1,3,True,True,,,,,1,2.21484375,,,,
VisualCogA_Task-1,A,1,74,164367,-1,3,True,True,,,,,-1,2.21484375,,,,
VisualCogA_Task-1,A,1,75,166495,1,3,True,True,,,,,1,2.21875,,,,
VisualCogA_Task-1,A,1,76,168596,-1,3,False,False,saturation_within_2s,saturation_within_2s,,,-1,2.21484375,,,,
VisualCogA_Task-1,A,1,77,170736,-1,3,False,False,saturation_within_2s,saturation_within_2s,,,-1,2.21875,,,,
VisualCogA_Task-1,A,1,78,172861,-1,3,True,True,,,,,-1,2.21875,,,,
VisualCogA_Task-1,A,1,79,175002,-1,3,True,True,,,,,-1,2.21484375,,,,
VisualCogA_Task-1,A,1,80,177170,-1,4,True,True,,,,,-1,2.21484375,,,,
VisualCogA_Task-1,A,1,81,179318,1,4,True,True,,,,,1,2.21875,,,,
VisualCogA_Task-1,A,1,82,181459,-1,4,True,True,,,,,-1,2.21484375,,,,
VisualCogA_Task-1,A,1,83,183556,1,4,True,True,,,,,1,2.21484375,,,,
VisualCogA_Task-1,A,1,84,185672,-1,4,True,True,,,,,-1,2.21484375,,,,
VisualCogA_Task-1,A,1,85,187789,1,4,True,True,,,,,1,2.21484375,,,,
VisualCogA_Task-1,A,1,86,189909,1,4,True,True,,,,,1,2.21875,,,,
VisualCogA_Task-1,A,1,87,192086,1,4,False,False,saturation_within_2s,saturation_within_2s;baseline_outlier,,,1,2.21484375,,,,
VisualCogA_Task-1,A,1,88,194210,1,4,True,True,,,,,1,2.21875,,,,
VisualCogA_Task-1,A,1,89,196339,1,4,True,True,,,,,1,2.21484375,,,,
VisualCogA_Task-1,A,1,90,198451,-1,4,True,True,,,,,-1,2.21875,,,,
VisualCogA_Task-1,A,1,91,200656,1,4,True,True,,,,,1,2.21484375,,,,
VisualCogA_Task-1,A,1,92,202756,1,4,True,True,,,,,1,2.21875,,,,
VisualCogA_Task-1,A,1,93,204941,1,4,True,True,,,,,1,2.21484375,,,,
VisualCogA_Task-1,A,1,94,207113,-1,4,True,True,,,,,-1,2.21875,,,,
VisualCogA_Task-1,A,1,95,209286,1,4,True,True,,,,,1,2.21484375,,,,
VisualCogA_Task-1,A,1,96,211382,1,4,True,True,,,,,1,2.21875,,,,
VisualCogA_Task-1,A,1,97,213467,-1,4,False,False,saturation_within_2s,saturation_within_2s,,,-1,2.21484375,,,,
VisualCogA_Task-1,A,1,98,215619,-1,4,True,True,,,,,-1,2.21875,,,,
VisualCogA_Task-1,A,1,99,217816,1,4,True,True,,,,,1,2.21484375,,,,
VisualCogA_Task-2,A,2,0,5133,1,0,True,True,,,-1.0,3.91015625,-1,2.21875,1.69140625,0.0,1.0,
VisualCogA_Task-2,A,2,1,7418,-1,0,True,True,,,-1.0,4.1875,-1,2.21484375,1.97265625,1.0,1.0,
VisualCogA_Task-2,A,2,2,9778,-1,0,True,True,,,-1.0,3.71875,-1,2.21484375,1.50390625,1.0,1.0,
VisualCogA_Task-2,A,2,3,12014,-1,0,True,True,,,-1.0,3.73046875,-1,2.21484375,1.515625,1.0,1.0,
VisualCogA_Task-2,A,2,4,14255,1,0,True,True,,,-1.0,3.6640625,-1,2.21484375,1.44921875,0.0,1.0,
VisualCogA_Task-2,A,2,5,16479,-1,0,True,True,,,1.0,3.5546875,1,2.21484375,1.33984375,0.0,1.0,
VisualCogA_Task-2,A,2,6,18675,1,0,True,True,,,-1.0,3.53515625,-1,2.21875,1.31640625,0.0,1.0,
VisualCogA_Task-2,A,2,7,20864,1,0,True,True,,,-1.0,3.546875,-1,2.21484375,1.33203125,0.0,1.0,
VisualCogA_Task-2,A,2,8,23056,-1,0,True,True,,,1.0,3.8828125,1,2.21875,1.6640625,0.0,1.0,
VisualCogA_Task-2,A,2,9,25337,-1,0,True,True,,,-1.0,3.55859375,-1,2.21484375,1.34375,1.0,1.0,
VisualCogA_Task-2,A,2,10,27533,1,0,True,True,,,1.0,3.69140625,1,2.21484375,1.4765625,1.0,1.0,
VisualCogA_Task-2,A,2,11,29761,1,0,True,True,,,-1.0,3.6171875,-1,2.21875,1.3984375,0.0,1.0,
VisualCogA_Task-2,A,2,12,31970,1,0,True,True,,,-1.0,3.56640625,-1,2.21484375,1.3515625,0.0,1.0,
VisualCogA_Task-2,A,2,13,34166,-1,0,True,True,,,-1.0,3.75390625,-1,2.21875,1.53515625,1.0,1.0,
VisualCogA_Task-2,A,2,14,36415,-1,0,True,True,,,1.0,3.90625,1,2.21484375,1.69140625,0.0,1.0,
VisualCogA_Task-2,A,2,15,38699,-1,0,True,True,,,1.0,3.7421875,1,2.21875,1.5234375,0.0,1.0,
VisualCogA_Task-2,A,2,16,40943,1,0,True,True,,,-1.0,3.63671875,-1,2.21875,1.41796875,0.0,1.0,
VisualCogA_Task-2,A,2,17,43164,1,0,False,False,saturation_within_2s,saturation_within_2s,1.0,3.78515625,1,2.21484375,1.5703125,1.0,1.0,
VisualCogA_Task-2,A,2,18,45420,-1,0,True,True,,,1.0,3.4609375,1,2.21875,1.2421875,0.0,1.0,
VisualCogA_Task-2,A,2,19,47593,-1,0,True,True,,,1.0,3.69140625,1,2.21484375,1.4765625,0.0,1.0,
VisualCogA_Task-2,A,2,20,49821,1,1,True,True,,,-1.0,3.5078125,-1,2.21484375,1.29296875,0.0,1.0,
VisualCogA_Task-2,A,2,21,52005,-1,1,False,False,saturation_within_2s,saturation_within_2s,-1.0,3.6484375,-1,2.21875,1.4296875,1.0,1.0,
VisualCogA_Task-2,A,2,22,54226,1,1,False,False,saturation_within_2s,saturation_within_2s,1.0,3.53515625,1,2.21484375,1.3203125,1.0,1.0,
VisualCogA_Task-2,A,2,23,56418,1,1,True,True,,,-1.0,3.6171875,-1,2.21875,1.3984375,0.0,1.0,
VisualCogA_Task-2,A,2,24,58631,-1,1,True,True,,,1.0,3.44140625,1,2.21484375,1.2265625,0.0,1.0,
VisualCogA_Task-2,A,2,25,60795,-1,1,True,True,,,1.0,3.48828125,1,2.21875,1.26953125,0.0,1.0,
VisualCogA_Task-2,A,2,26,62972,1,1,True,True,,,1.0,3.60546875,1,2.21484375,1.390625,1.0,1.0,
VisualCogA_Task-2,A,2,27,65181,1,1,True,True,,,1.0,3.6640625,1,2.21484375,1.44921875,1.0,1.0,
VisualCogA_Task-2,A,2,28,67405,1,1,True,True,,,1.0,3.8828125,1,2.21484375,1.66796875,1.0,1.0,
VisualCogA_Task-2,A,2,29,69685,-1,1,False,False,saturation_within_2s,saturation_within_2s;gradient_outlier;high_frequency_outlier,-1.0,3.79296875,-1,2.21484375,1.578125,1.0,1.0,
VisualCogA_Task-2,A,2,30,71941,-1,1,False,False,saturation_within_2s,saturation_within_2s,1.0,3.4296875,1,2.21875,1.2109375,0.0,1.0,
VisualCogA_Task-2,A,2,31,74110,-1,1,True,True,,,1.0,3.3828125,1,2.21484375,1.16796875,0.0,1.0,
VisualCogA_Task-2,A,2,32,76262,1,1,False,False,saturation_within_2s,saturation_within_2s;gradient_outlier;high_frequency_outlier,1.0,3.5234375,1,2.21875,1.3046875,1.0,1.0,
VisualCogA_Task-2,A,2,33,78455,-1,1,False,False,saturation_within_2s,saturation_within_2s,-1.0,3.71484375,-1,2.21484375,1.5,1.0,1.0,
VisualCogA_Task-2,A,2,34,80691,-1,1,True,True,,,-1.0,3.67578125,-1,2.21484375,1.4609375,1.0,1.0,
VisualCogA_Task-2,A,2,35,82915,1,1,True,True,,,1.0,3.3984375,1,2.21875,1.1796875,1.0,1.0,
VisualCogA_Task-2,A,2,36,85072,1,1,True,True,,,1.0,3.55859375,1,2.21484375,1.34375,1.0,1.0,
VisualCogA_Task-2,A,2,37,87272,-1,1,True,True,,,1.0,3.64453125,1,2.21875,1.42578125,0.0,1.0,
VisualCogA_Task-2,A,2,38,89489,1,1,False,False,saturation_within_2s,saturation_within_2s,1.0,3.84375,1,2.21875,1.625,1.0,1.0,
VisualCogA_Task-2,A,2,39,91757,-1,1,True,True,,,1.0,3.48828125,1,2.21875,1.26953125,0.0,1.0,
VisualCogA_Task-2,A,2,40,93938,-1,2,False,False,saturation_within_2s,saturation_within_2s,-1.0,3.74609375,-1,2.21484375,1.53125,1.0,1.0,
VisualCogA_Task-2,A,2,41,96182,-1,2,True,True,,,-1.0,3.55078125,-1,2.21875,1.33203125,1.0,1.0,
VisualCogA_Task-2,A,2,42,98375,-1,2,False,False,saturation_within_2s,saturation_within_2s,-1.0,3.546875,-1,2.21484375,1.33203125,1.0,1.0,
VisualCogA_Task-2,A,2,43,100571,-1,2,True,True,,,1.0,3.8515625,1,2.21875,1.6328125,0.0,1.0,
VisualCogA_Task-2,A,2,44,102843,-1,2,False,False,saturation_within_2s,saturation_within_2s;gradient_outlier;high_frequency_outlier,1.0,3.421875,1,2.21875,1.203125,0.0,1.0,
VisualCogA_Task-2,A,2,45,105004,-1,2,True,True,,,-1.0,3.55859375,-1,2.21875,1.33984375,1.0,1.0,
VisualCogA_Task-2,A,2,46,107201,-1,2,True,True,,,1.0,3.4375,1,2.21484375,1.22265625,0.0,1.0,
VisualCogA_Task-2,A,2,47,109365,-1,2,True,True,,,-1.0,3.71875,-1,2.21875,1.5,1.0,1.0,
VisualCogA_Task-2,A,2,48,111601,1,2,False,False,saturation_within_2s,saturation_within_2s,-1.0,3.7109375,-1,2.21875,1.4921875,0.0,1.0,
VisualCogA_Task-2,A,2,49,113838,1,2,True,True,,,-1.0,3.69921875,-1,2.21875,1.48046875,0.0,1.0,
VisualCogA_Task-2,A,2,50,116071,-1,2,False,True,,gradient_outlier;high_frequency_outlier,1.0,3.671875,1,2.21484375,1.45703125,0.0,1.0,
VisualCogA_Task-2,A,2,51,118295,1,2,False,False,saturation_within_2s,saturation_within_2s,1.0,3.37109375,1,2.21484375,1.15625,1.0,1.0,
VisualCogA_Task-2,A,2,52,120443,1,2,True,True,,,-1.0,3.66015625,-1,2.21875,1.44140625,0.0,1.0,
VisualCogA_Task-2,A,2,53,122664,-1,2,True,True,,,1.0,3.6171875,1,2.21484375,1.40234375,0.0,1.0,
VisualCogA_Task-2,A,2,54,124876,-1,2,True,True,,,1.0,3.484375,1,2.21875,1.265625,0.0,1.0,
VisualCogA_Task-2,A,2,55,127057,1,2,True,True,,,1.0,3.66015625,1,2.21484375,1.4453125,1.0,1.0,
VisualCogA_Task-2,A,2,56,129277,1,2,True,True,,,-1.0,3.671875,-1,2.21875,1.453125,0.0,1.0,
VisualCogA_Task-2,A,2,57,131502,1,2,True,True,,,1.0,3.71875,1,2.21484375,1.50390625,1.0,1.0,
VisualCogA_Task-2,A,2,58,133738,1,2,True,True,,,-1.0,3.68359375,-1,2.21875,1.46484375,0.0,1.0,
VisualCogA_Task-2,A,2,59,135966,1,2,True,True,,,-1.0,3.7109375,-1,2.21875,1.4921875,0.0,1.0,
VisualCogA_Task-2,A,2,60,138203,-1,3,True,True,,,1.0,3.734375,1,2.21484375,1.51953125,0.0,1.0,
VisualCogA_Task-2,A,2,61,140443,1,3,False,False,saturation_within_2s,saturation_within_2s,-1.0,3.5,-1,2.21875,1.28125,0.0,1.0,
VisualCogA_Task-2,A,2,62,142628,-1,3,False,False,saturation_within_2s,saturation_within_2s;high_frequency_outlier,1.0,3.5703125,1,2.21484375,1.35546875,0.0,1.0,
VisualCogA_Task-2,A,2,63,144828,-1,3,True,True,,,-1.0,3.5625,-1,2.21875,1.34375,1.0,1.0,
VisualCogA_Task-2,A,2,64,147025,1,3,True,True,,,1.0,3.4765625,1,2.21484375,1.26171875,1.0,1.0,
VisualCogA_Task-2,A,2,65,149201,-1,3,True,True,,,-1.0,3.5078125,-1,2.21875,1.2890625,1.0,1.0,
VisualCogA_Task-2,A,2,66,151386,1,3,True,True,,,1.0,3.47265625,1,2.21484375,1.2578125,1.0,1.0,
VisualCogA_Task-2,A,2,67,153562,1,3,False,False,saturation_within_2s,saturation_within_2s,-1.0,3.73828125,-1,2.21484375,1.5234375,0.0,1.0,
VisualCogA_Task-2,A,2,68,155802,-1,3,True,True,,,-1.0,3.76171875,-1,2.21875,1.54296875,1.0,1.0,
VisualCogA_Task-2,A,2,69,158051,-1,3,True,True,,,-1.0,3.546875,-1,2.21484375,1.33203125,1.0,1.0,
VisualCogA_Task-2,A,2,70,160243,1,3,True,True,,,-1.0,3.44921875,-1,2.21875,1.23046875,0.0,1.0,
VisualCogA_Task-2,A,2,71,162412,1,3,True,True,,,-1.0,3.375,-1,2.21484375,1.16015625,0.0,1.0,
VisualCogA_Task-2,A,2,72,164560,1,3,True,True,,,1.0,3.68359375,1,2.21484375,1.46875,1.0,1.0,
VisualCogA_Task-2,A,2,73,166789,1,3,True,True,,,-1.0,3.640625,-1,2.21484375,1.42578125,0.0,1.0,
VisualCogA_Task-2,A,2,74,169005,-1,3,False,False,saturation_within_2s,saturation_within_2s,1.0,3.4921875,1,2.21484375,1.27734375,0.0,1.0,
VisualCogA_Task-2,A,2,75,171185,-1,3,True,True,,,-1.0,3.80078125,-1,2.21875,1.58203125,1.0,1.0,
VisualCogA_Task-2,A,2,76,173442,-1,3,True,True,,,1.0,3.48046875,1,2.21484375,1.265625,0.0,1.0,
VisualCogA_Task-2,A,2,77,175618,1,3,True,True,,,1.0,3.8203125,1,2.21875,1.6015625,1.0,1.0,
VisualCogA_Task-2,A,2,78,177883,-1,3,True,True,,,1.0,3.4296875,1,2.21484375,1.21484375,0.0,1.0,
VisualCogA_Task-2,A,2,79,180047,1,3,False,False,saturation_within_2s,saturation_within_2s,-1.0,3.7578125,-1,2.21484375,1.54296875,0.0,1.0,
VisualCogA_Task-2,A,2,80,182295,-1,4,True,True,,,1.0,3.5625,1,2.21875,1.34375,0.0,1.0,
VisualCogA_Task-2,A,2,81,184492,1,4,True,True,,,-1.0,3.67578125,-1,2.21484375,1.4609375,0.0,1.0,
VisualCogA_Task-2,A,2,82,186720,1,4,True,True,,,1.0,3.58984375,1,2.21875,1.37109375,1.0,1.0,
VisualCogA_Task-2,A,2,83,188925,-1,4,True,True,,,1.0,3.51171875,1,2.21484375,1.296875,0.0,1.0,
VisualCogA_Task-2,A,2,84,191109,1,4,True,True,,,1.0,3.61328125,1,2.21875,1.39453125,1.0,1.0,
VisualCogA_Task-2,A,2,85,193322,-1,4,False,False,saturation_within_2s,saturation_within_2s;gradient_outlier;high_frequency_outlier,-1.0,3.37109375,-1,2.21484375,1.15625,1.0,1.0,
VisualCogA_Task-2,A,2,86,195470,-1,4,False,True,,gradient_outlier;high_frequency_outlier,-1.0,3.5546875,-1,2.21875,1.3359375,1.0,1.0,
VisualCogA_Task-2,A,2,87,197671,1,4,True,True,,,1.0,3.3125,1,2.21484375,1.09765625,1.0,1.0,
VisualCogA_Task-2,A,2,88,199803,-1,4,True,True,,,1.0,3.55859375,1,2.21875,1.33984375,0.0,1.0,
VisualCogA_Task-2,A,2,89,202000,-1,4,True,True,,,-1.0,3.98046875,-1,2.21484375,1.765625,1.0,1.0,
VisualCogA_Task-2,A,2,90,204304,-1,4,True,True,,,1.0,3.5546875,1,2.21484375,1.33984375,0.0,1.0,
VisualCogA_Task-2,A,2,91,206500,-1,4,True,True,,,-1.0,3.76171875,-1,2.21875,1.54296875,1.0,1.0,
VisualCogA_Task-2,A,2,92,208749,1,4,True,True,,,1.0,3.484375,1,2.21484375,1.26953125,1.0,1.0,
VisualCogA_Task-2,A,2,93,210925,-1,4,True,True,,,1.0,3.66796875,1,2.21875,1.44921875,0.0,1.0,
VisualCogA_Task-2,A,2,94,213150,-1,4,True,True,,,1.0,3.4765625,1,2.21484375,1.26171875,0.0,1.0,
VisualCogA_Task-2,A,2,95,215326,-1,4,True,True,,,1.0,3.59765625,1,2.21875,1.37890625,0.0,1.0,
VisualCogA_Task-2,A,2,96,217535,-1,4,True,True,,,-1.0,3.4921875,-1,2.21484375,1.27734375,1.0,1.0,
VisualCogA_Task-2,A,2,97,219715,-1,4,True,True,,,-1.0,3.5234375,-1,2.21484375,1.30859375,1.0,1.0,
VisualCogA_Task-2,A,2,98,221904,-1,4,True,True,,,1.0,3.5390625,1,2.21484375,1.32421875,0.0,1.0,
VisualCogA_Task-2,A,2,99,224096,-1,4,True,True,,,-1.0,3.6171875,-1,2.21484375,1.40234375,1.0,1.0,
VisualCogB_Task-1,B,1,0,5154,-1,0,True,True,,,,,-1,2.234375,,,,
VisualCogB_Task-1,B,1,1,7486,-1,0,False,True,,gradient_outlier;high_frequency_outlier,,,-1,2.21875,,,,
VisualCogB_Task-1,B,1,2,9647,1,0,True,True,,,,,1,2.21484375,,,,
VisualCogB_Task-1,B,1,3,11776,-1,0,True,True,,,,,-1,2.21484375,,,,
VisualCogB_Task-1,B,1,4,13888,1,0,True,True,,,,,1,2.21484375,,,,
VisualCogB_Task-1,B,1,5,16049,1,0,False,False,saturation_within_2s,saturation_within_2s,,,1,2.21484375,,,,
VisualCogB_Task-1,B,1,6,18233,1,0,True,True,,,,,1,2.21484375,,,,
VisualCogB_Task-1,B,1,7,20378,-1,0,True,True,,,,,-1,2.21484375,,,,
VisualCogB_Task-1,B,1,8,22478,-1,0,True,True,,,,,-1,2.21875,,,,
VisualCogB_Task-1,B,1,9,24782,-1,0,True,True,,,,,-1,2.21875,,,,
VisualCogB_Task-1,B,1,10,26963,1,0,True,True,,,,,1,2.21484375,,,,
VisualCogB_Task-1,B,1,11,29103,-1,0,True,True,,,,,-1,2.21875,,,,
VisualCogB_Task-1,B,1,12,31236,1,0,True,True,,,,,1,2.21875,,,,
VisualCogB_Task-1,B,1,13,33360,1,0,False,False,saturation_within_2s,saturation_within_2s,,,1,2.21875,,,,
VisualCogB_Task-1,B,1,14,35553,-1,0,True,True,,,,,-1,2.21484375,,,,
VisualCogB_Task-1,B,1,15,37666,1,0,True,True,,,,,1,2.21484375,,,,
VisualCogB_Task-1,B,1,16,39798,-1,0,True,True,,,,,-1,2.21484375,,,,
VisualCogB_Task-1,B,1,17,41899,-1,0,True,True,,,,,-1,2.21484375,,,,
VisualCogB_Task-1,B,1,18,44055,1,0,True,True,,,,,1,2.21875,,,,
VisualCogB_Task-1,B,1,19,46168,-1,0,True,True,,,,,-1,2.21484375,,,,
VisualCogB_Task-1,B,1,20,48304,1,1,True,True,,,,,1,2.21875,,,,
VisualCogB_Task-1,B,1,21,50461,1,1,True,True,,,,,1,2.21484375,,,,
VisualCogB_Task-1,B,1,22,52617,1,1,False,False,saturation_within_2s,saturation_within_2s,,,1,2.21875,,,,
VisualCogB_Task-1,B,1,23,54762,1,1,True,True,,,,,1,2.21484375,,,,
VisualCogB_Task-1,B,1,24,56882,1,1,False,False,saturation_within_2s,saturation_within_2s,,,1,2.21875,,,,
VisualCogB_Task-1,B,1,25,58975,1,1,True,True,,,,,1,2.21875,,,,
VisualCogB_Task-1,B,1,26,61072,1,1,True,True,,,,,1,2.21484375,,,,
VisualCogB_Task-1,B,1,27,63176,1,1,True,True,,,,,1,2.21875,,,,
VisualCogB_Task-1,B,1,28,65365,1,1,True,True,,,,,1,2.21484375,,,,
VisualCogB_Task-1,B,1,29,67489,-1,1,True,True,,,,,-1,2.21875,,,,
VisualCogB_Task-1,B,1,30,69694,1,1,True,True,,,,,1,2.21484375,,,,
VisualCogB_Task-1,B,1,31,71822,-1,1,False,False,saturation_within_2s,saturation_within_2s,,,-1,2.21484375,,,,
VisualCogB_Task-1,B,1,32,73895,-1,1,True,True,,,,,-1,2.21484375,,,,
VisualCogB_Task-1,B,1,33,76035,1,1,True,True,,,,,1,2.21875,,,,
VisualCogB_Task-1,B,1,34,78188,-1,1,True,True,,,,,-1,2.21484375,,,,
VisualCogB_Task-1,B,1,35,80340,-1,1,False,False,saturation_within_2s,saturation_within_2s;gradient_outlier;high_frequency_outlier,,,-1,2.21875,,,,
VisualCogB_Task-1,B,1,36,82429,-1,1,True,True,,,,,-1,2.21484375,,,,
VisualCogB_Task-1,B,1,37,84649,-1,1,True,True,,,,,-1,2.21875,,,,
VisualCogB_Task-1,B,1,38,86790,1,1,True,True,,,,,1,2.21484375,,,,
VisualCogB_Task-1,B,1,39,88926,1,1,True,True,,,,,1,2.21875,,,,
